"W","A","event","time"
1,0,1,0.874038604482338
1,1,1,0.763866240560403
1,0,1,2.82023387174112
0,2,0,6
0,1,1,0.294969475881647
0,1,2,3.6350532552393
0,1,0,6
0,2,2,1.717445271468
0,1,1,5.27055177140882
1,0,1,1.2052576981435
0,2,1,3.36812985720627
1,0,0,6
0,2,0,6
1,1,1,1.56643084190789
0,1,2,3.90673111136293
0,1,1,2.35863119507707
0,2,0,6
1,1,0,6
1,0,1,1.94248997540373
0,1,2,0.399081295094068
0,2,0,6
1,1,0,6
0,1,0,6
1,0,1,4.19105636749496
0,1,0,6
0,1,1,5.08493355018427
0,2,1,2.68561843166435
0,1,0,6
0,2,0,6
0,1,2,1.80567063007285
1,0,0,6
0,2,2,2.42748379964521
1,1,1,0.102846151632445
0,2,2,5.85738968462061
0,1,0,6
0,1,1,4.89961117285182
1,1,0,6
1,0,0,6
1,1,1,5.08150438551538
0,2,2,4.40234829812729
0,1,2,5.33647991732918
0,2,1,1.55402818381845
0,2,0,6
0,1,1,1.38553038961025
0,2,0,6
0,2,0,6
0,2,0,6
1,0,2,0.241245867631648
1,0,0,6
1,0,1,3.29783156123496
0,2,1,0.385351225984533
0,2,2,3.73000808894729
0,1,0,6
1,0,0,6
0,1,0,6
0,2,1,5.02197519750326
1,0,0,6
0,1,2,2.80597915876131
0,1,1,3.84015338772749
0,2,0,6
1,0,1,3.67493180153181
1,0,1,4.13955742480656
1,1,0,6
0,1,1,3.23090661028273
0,2,2,1.12637463278416
0,2,2,5.62697748788527
1,0,0,6
0,1,0,6
1,0,0,6
1,1,0,6
0,1,1,1.63064000179198
0,2,0,6
1,1,0,6
1,0,1,3.7850157867381
0,2,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,1,1,1.56611730443725
0,2,1,5.07641881149708
1,0,1,5.95592196653673
0,1,0,6
0,2,0,6
1,0,0,6
0,1,0,6
1,0,1,1.37237058390594
1,0,0,6
1,0,0,6
0,1,0,6
0,2,2,2.56948809084058
0,1,0,6
1,0,2,3.36687242487145
1,1,0,6
0,1,0,6
0,2,2,4.97912056851805
1,0,2,2.73710400885068
1,0,0,6
1,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,1,2,5.62852766611721
0,2,0,6
1,0,0,6
0,2,0,6
1,1,2,1.85915412302797
1,0,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.114906004201198
1,0,0,6
1,1,0,6
1,1,0,6
1,0,1,0.942397706837561
1,1,0,6
1,0,0,6
1,1,0,6
0,1,0,6
0,2,2,5.8816195044999
0,1,1,2.25952015021265
0,1,2,5.90392190624223
1,0,2,5.42448114797578
0,2,0,6
1,1,0,6
1,0,0,6
1,1,0,6
0,1,1,1.25913098097265
1,1,0,6
1,0,0,6
0,1,0,6
0,1,1,3.59739508828188
1,0,0,6
0,1,2,0.315289383096056
0,2,0,6
0,2,2,2.85901221239708
0,2,0,6
1,0,0,6
1,1,1,2.22453500070662
1,1,0,6
1,0,0,6
1,0,1,3.0404998301033
0,1,0,6
1,0,2,1.21655120497792
0,1,0,6
0,2,2,2.56850016134391
1,0,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,1,0,6
1,0,1,1.71046245118013
1,1,0,6
0,1,0,6
0,1,0,6
0,1,1,1.09526563600803
0,1,1,0.898299503075607
1,1,0,6
0,2,2,2.64273889172443
0,2,0,6
0,1,0,6
1,1,0,6
1,0,1,4.76276159381428
0,1,0,6
1,1,0,6
0,2,2,0.515770645717202
1,0,0,6
0,2,1,3.55991635555959
0,1,0,6
1,1,0,6
0,1,1,3.07674005173514
1,1,0,6
1,1,0,6
1,1,1,0.373399513291315
0,2,0,6
1,1,2,5.94609620916963
1,0,1,2.81727277137932
1,0,0,6
0,2,0,6
0,1,0,6
1,1,0,6
1,1,2,2.03623482992547
1,0,1,3.67720394248193
0,2,2,2.03205082830573
1,1,0,6
0,2,0,6
0,1,0,6
1,1,2,1.05345358548809
0,1,1,5.70989094844862
1,0,0,6
0,2,0,6
1,1,0,6
0,1,0,6
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,0,1,5.07504581662599
0,1,2,5.31959905569401
0,1,0,6
1,1,1,2.74762140570956
0,1,2,1.56681395986595
1,1,0,6
0,2,0,6
1,1,1,1.72377344586501
0,2,0,6
1,1,0,6
1,0,0,6
1,0,0,6
0,1,0,6
0,1,0,6
0,2,2,5.03444464557472
0,2,0,6
1,0,0,6
0,2,0,6
1,1,1,5.34404579923054
0,1,0,6
0,2,0,6
1,1,0,6
1,0,2,3.68098800754696
1,1,0,6
1,0,0,6
0,1,2,0.0767517104546297
0,2,1,2.10702823595759
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
0,2,2,5.28109564300491
1,1,0,6
0,2,2,0.919159428454183
1,1,1,2.27229080182045
0,1,0,6
0,2,1,3.48342879902435
1,0,0,6
0,2,1,4.31354461171711
0,1,1,3.43291597588175
0,2,0,6
1,0,1,1.63782542729642
1,1,0,6
1,1,2,4.06215988889906
0,2,2,2.19937780718092
0,2,0,6
1,1,1,1.29953550356212
1,0,0,6
0,1,1,4.14653312657758
0,1,0,6
0,1,0,6
1,1,2,5.38966198393345
0,2,0,6
0,1,0,6
1,1,1,3.01916626123129
0,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,1,0,6
0,2,2,4.21609583094992
1,1,1,5.1050766445524
0,2,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,0,1,1.17023241794156
0,1,0,6
1,0,0,6
0,1,2,3.90227412738374
0,2,0,6
1,1,2,1.21366806656137
0,2,0,6
0,2,0,6
1,1,0,6
1,0,0,6
1,1,0,6
0,1,0,6
1,1,0,6
1,0,2,4.48050558991492
0,2,0,6
1,0,2,3.70540874499012
0,1,1,0.641690332585072
1,0,1,2.22870752093765
1,1,0,6
1,0,2,1.93421666045315
1,0,1,0.635041937145262
0,2,2,0.387238556688156
0,1,1,0.500027117259714
0,1,1,1.35092455411317
0,2,0,6
1,1,0,6
0,1,2,5.60251170820686
0,2,2,3.04230672970029
0,2,2,5.2853272628795
0,2,0,6
1,0,0,6
0,2,0,6
0,1,2,0.980197718451015
1,1,2,0.551459734846055
0,2,2,0.97772778904775
0,1,0,6
0,1,0,6
1,0,1,5.89035118926698
1,1,0,6
0,2,0,6
0,1,2,0.981745532738683
1,0,1,2.13308272298726
0,2,2,0.410054742795999
1,0,0,6
0,2,0,6
0,1,0,6
1,1,0,6
0,2,2,1.93628843688812
1,0,1,4.69030768699821
1,1,2,3.65002583297788
0,2,2,1.90299636835673
1,0,2,0.933007253743784
1,1,0,6
1,1,1,5.52529263136906
0,1,0,6
0,1,2,2.47228115019361
0,2,2,3.65644469979343
1,0,1,2.42856959732683
1,0,1,5.6130355090859
0,2,1,4.02915838963839
1,1,0,6
0,1,2,1.68170386956481
1,1,1,2.26293705174616
1,1,0,6
1,1,0,6
0,1,0,6
1,1,2,4.80559324704852
0,2,2,5.39191310895618
1,0,1,3.06946208985338
0,1,0,6
1,0,0,6
1,0,0,6
0,2,0,6
0,2,2,4.20960803065761
0,2,0,6
0,1,0,6
1,1,2,1.33763449573332
0,2,0,6
1,0,0,6
1,1,2,5.4968737253831
1,1,0,6
1,0,0,6
0,1,0,6
1,1,1,4.8359425999597
1,0,2,3.99833960398179
0,1,0,6
1,0,0,6
0,1,0,6
1,0,1,1.54065150628343
1,0,0,6
1,0,0,6
1,1,0,6
1,1,1,4.6350213828801
1,0,0,6
0,1,1,4.63310736387827
1,1,0,6
1,1,0,6
0,1,0,6
0,1,1,3.11813937475616
1,0,0,6
1,0,0,6
0,1,0,6
0,1,0,6
1,1,1,1.42303785441295
0,2,2,4.94561252554438
1,0,2,0.0846669697993602
0,1,1,2.64192201060278
0,1,0,6
1,0,0,6
0,1,2,1.97674841755062
1,0,0,6
1,1,0,6
0,2,2,3.03133463654756
0,1,0,6
1,1,2,3.92329763068283
0,2,0,6
0,2,2,3.43156258464112
0,1,2,0.446913083766436
1,1,2,3.39706786371211
1,1,0,6
1,0,2,4.39859632134581
0,1,0,6
1,0,2,0.052634805886331
0,2,2,3.83138579272329
1,1,0,6
1,0,1,4.32164158667084
1,0,1,5.56663972603062
1,0,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,0,2,0.907407452703054
0,1,1,5.84848317550266
1,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,0,1,1.01157723358995
1,1,0,6
1,0,1,1.15506890613703
0,2,0,6
0,2,0,6
1,1,1,2.65309625724997
1,0,1,0.30978040537417
0,1,2,4.5076697958011
1,1,2,2.80009538474003
0,2,2,2.94449957547398
0,2,1,3.47451106566887
0,1,2,3.01226166974618
1,1,2,1.2227223776647
0,1,2,1.76708427916512
0,1,2,3.53034004928757
1,0,0,6
1,1,2,2.92791617381306
0,1,2,0.00731092730964533
0,1,0,6
1,1,0,6
0,2,2,4.52430342590662
1,1,0,6
0,2,2,1.04134511372074
0,2,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,1,1,3.38199886551973
1,0,1,5.21036477767572
0,1,0,6
1,0,1,1.72069459576646
0,1,0,6
0,2,0,6
1,1,0,6
1,0,2,3.99378194105971
0,2,0,6
0,2,2,3.17697172645791
1,0,0,6
1,1,1,0.892296474023383
1,0,0,6
1,0,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,1,1,2.68135488316287
1,1,2,2.35288383387292
1,1,0,6
1,0,1,1.68060120649258
1,0,1,5.01186863704756
1,0,1,0.926707630850799
1,1,0,6
1,0,1,3.93505987639143
1,0,0,6
1,0,0,6
0,2,0,6
1,0,2,3.92718702209639
1,1,0,6
1,1,1,3.59889772181377
0,2,0,6
1,0,0,6
0,1,0,6
0,2,0,6
0,1,0,6
1,0,0,6
1,0,1,3.85815723325446
1,1,1,2.2540856467563
0,2,2,3.87753819422509
1,1,2,2.93718340574295
0,2,2,4.05522179234902
1,0,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,1,3.77533217301464
1,0,2,5.63316549696789
1,1,0,6
0,2,2,1.7084278596406
0,2,2,2.15322620874396
0,2,0,6
0,2,2,1.18370426048227
1,1,0,6
0,2,1,4.90293316230216
1,0,1,4.82551626307803
1,1,0,6
1,1,0,6
0,1,0,6
1,0,1,4.02403686675481
0,1,0,6
0,1,2,2.76576648593662
0,2,0,6
1,1,0,6
0,1,1,5.63286207099711
1,0,0,6
1,1,0,6
1,0,0,6
1,0,1,1.31761453418228
0,1,0,6
0,2,0,6
0,2,0,6
0,2,2,4.64271363470123
1,0,0,6
1,0,2,0.170043418704161
1,0,0,6
0,1,0,6
0,1,0,6
1,1,0,6
0,2,2,1.63528072934955
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,0,2,0.211354571546659
0,2,1,3.53669433774068
0,1,0,6
1,0,0,6
0,1,1,2.38400120931783
0,2,0,6
0,1,0,6
1,1,0,6
1,0,0,6
0,1,2,3.6831147566978
0,1,2,5.34283524811368
0,1,2,5.38078436595217
1,1,0,6
0,1,0,6
0,2,0,6
0,2,2,0.13710174051287
0,2,2,1.99800386706038
1,0,1,5.59091024591715
1,1,2,1.35028168893689
1,1,1,5.34860346655689
0,1,0,6
0,1,1,3.62220979838959
0,2,0,6
1,0,0,6
1,1,2,4.92316121149423
0,2,0,6
1,1,0,6
0,1,0,6
1,0,1,5.88705190891037
1,0,0,6
1,1,2,2.31807368971549
0,1,0,6
0,2,2,2.59192147951301
1,0,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,0,0,6
1,1,0,6
0,2,0,6
1,1,0,6
0,2,2,4.40477476146443
0,2,0,6
1,1,0,6
1,1,0,6
0,2,2,1.12229514747874
0,1,2,1.22626608506426
1,1,0,6
0,1,0,6
1,0,0,6
0,1,0,6
1,1,2,3.27666602631942
0,1,0,6
1,0,0,6
1,0,1,5.0126195505535
0,1,1,2.81156972941055
1,0,1,1.02720234485139
0,2,0,6
1,1,0,6
1,1,0,6
1,0,1,5.18517244650822
0,1,0,6
1,0,1,0.0985601151361113
0,1,2,5.44191743082795
1,0,2,2.76207169682517
0,1,0,6
1,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,2,0.990140680014046
1,0,0,6
1,0,2,2.93277061915853
0,2,2,4.5258862410499
1,0,1,3.72494839142527
0,1,0,6
0,1,2,4.47691443158069
1,1,2,4.04038749742332
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,1,0.911748395932604
0,1,0,6
1,0,1,1.42228254527446
0,1,0,6
1,0,0,6
1,0,1,3.9253759716357
0,1,0,6
0,2,1,3.90544491346793
0,1,0,6
1,1,2,1.73307310378309
0,2,0,6
1,0,0,6
0,1,1,0.368337608751506
1,0,0,6
1,0,0,6
1,0,0,6
1,0,0,6
0,1,2,1.65793911371698
0,1,2,1.48312546173906
0,2,0,6
0,2,2,3.51052919486995
0,2,2,5.09020510271919
1,0,1,2.23700309038965
1,0,0,6
1,1,0,6
0,2,0,6
0,1,2,2.29238448166004
0,2,0,6
0,1,1,0.914499298001745
0,2,0,6
1,0,1,3.31097793861322
1,1,0,6
1,0,1,0.251718916837716
1,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,0,2,5.42335798334073
0,1,1,3.28352534285443
0,2,2,3.85028860779284
0,1,1,2.23280529017118
0,1,2,1.58787528286678
1,1,0,6
1,1,0,6
0,1,2,2.68202267806879
1,0,1,5.955297876927
1,0,0,6
0,1,2,3.7430295797296
1,1,0,6
1,0,0,6
0,2,0,6
1,0,2,2.97634391380825
0,1,1,4.88662837337182
1,1,0,6
0,1,1,5.66854449852652
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
0,1,1,4.38449409532643
0,2,2,0.901948956437042
1,1,1,5.62829039086501
1,0,0,6
1,0,0,6
0,2,0,6
0,1,2,4.64667316110459
1,0,0,6
1,0,2,4.7955855730109
1,0,0,6
1,0,0,6
1,1,1,0.0257977768482438
0,2,0,6
0,2,0,6
0,2,1,0.169449503420696
0,2,2,1.90238342541193
1,0,0,6
1,1,0,6
0,1,1,5.58870452944689
0,1,2,5.37528667928198
1,0,0,6
0,2,2,3.72063466108548
0,1,0,6
0,2,2,0.521713046324219
1,0,0,6
1,0,0,6
0,1,2,1.16155869827178
0,1,1,5.63785712940686
1,0,1,0.356893014086905
0,1,2,1.34915676223778
1,0,0,6
0,1,2,4.83336385941137
0,2,1,1.34129101205795
1,0,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,1,1,3.72528633790687
1,0,0,6
0,2,0,6
0,1,0,6
0,2,2,5.7032132551839
1,0,0,6
0,1,0,6
1,0,0,6
1,1,1,0.801810358444046
0,2,0,6
0,2,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,2,0.327794792770444
0,1,0,6
1,1,1,2.35778484758188
1,0,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
0,2,1,0.965780108779494
0,1,0,6
1,1,0,6
0,1,2,0.779963057710365
1,1,2,0.322757023623716
1,1,0,6
1,0,0,6
0,1,0,6
0,2,0,6
1,0,1,1.15614993426079
1,0,0,6
1,1,0,6
0,1,0,6
1,0,1,5.15039505493007
1,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,1,4.63340952503916
0,2,0,6
0,2,0,6
1,1,1,0.99206701823491
0,2,0,6
0,1,1,2.71241919970984
1,0,0,6
0,2,2,3.37363396184738
0,1,0,6
1,0,1,3.19196069715797
1,1,1,0.134098947515602
1,1,0,6
1,1,0,6
1,0,0,6
0,1,1,4.02134266821359
1,0,1,0.069630989906829
0,1,0,6
1,1,0,6
0,2,0,6
0,1,0,6
0,2,0,6
1,1,1,3.67154025253775
1,0,0,6
1,1,1,1.30431349681435
0,2,0,6
1,0,0,6
1,0,0,6
1,1,2,3.14901232394496
1,0,0,6
0,1,0,6
0,1,1,5.73485404058801
0,2,0,6
0,1,2,4.83370149864437
1,1,2,3.04629248982753
1,1,1,5.23121665099698
0,1,1,0.731779730749125
0,2,0,6
0,2,0,6
0,1,0,6
1,0,1,5.27776194935992
0,2,2,1.62061433219295
0,2,2,3.40052212103442
0,2,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,0,6
0,1,1,2.99974454390033
0,2,0,6
1,1,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,1,0.293641159972592
1,1,0,6
0,1,1,2.56551189947074
0,2,0,6
1,1,0,6
0,1,2,3.49609438881897
1,1,0,6
1,1,1,3.57571362323518
1,0,0,6
1,1,2,4.7771719184674
1,1,0,6
1,1,0,6
0,1,1,4.56652155506294
1,1,2,0.828387883477827
1,0,0,6
0,2,2,5.37373679150402
0,2,2,3.66844346563032
0,1,1,1.36778009456164
1,1,0,6
1,1,0,6
1,0,0,6
0,1,0,6
1,0,1,2.3892890890155
0,2,0,6
1,0,1,2.49012752436258
0,1,0,6
1,0,0,6
1,0,1,2.84121415471244
1,0,0,6
1,0,0,6
1,1,1,3.85761070895411
0,1,0,6
1,0,1,5.39290500049538
1,1,1,2.38819343838916
1,0,0,6
0,2,2,3.51324142183001
0,1,2,3.97229979532325
1,1,0,6
1,0,0,6
1,1,1,5.52727518157626
0,2,0,6
0,2,1,1.57821005622174
0,2,2,3.65781863381501
0,1,2,3.13489493608807
0,1,2,4.9979921278887
1,1,0,6
0,2,0,6
1,0,0,6
1,0,1,1.62924378874941
0,1,2,0.131124966877125
1,1,0,6
1,0,0,6
1,0,0,6
1,0,1,3.14515165142594
0,1,0,6
1,0,0,6
0,1,1,0.186813799131013
0,2,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,1,0.403061810763016
1,0,0,6
0,1,0,6
1,0,0,6
0,2,0,6
1,0,2,1.80317992366947
0,2,2,0.487444178711868
1,1,0,6
1,1,0,6
1,1,0,6
1,1,0,6
0,1,0,6
0,1,2,4.86030264020995
1,1,0,6
0,1,0,6
0,1,0,6
0,1,0,6
1,0,0,6
1,0,2,3.52098252362106
0,2,2,2.81838982969013
1,0,1,3.87122938530639
0,1,0,6
0,2,0,6
0,2,0,6
1,0,1,5.86843021188672
0,1,0,6
0,2,0,6
1,0,0,6
0,2,2,3.35178211573377
0,2,1,1.67767648839856
0,2,2,1.22508415677343
0,1,0,6
0,1,0,6
1,1,0,6
1,1,1,3.26146702739579
1,1,0,6
0,1,0,6
0,1,0,6
0,2,0,6
0,1,1,5.26326213097107
0,1,1,5.15172048910252
1,0,0,6
0,1,0,6
0,1,1,5.85930507195561
1,1,0,6
0,2,2,0.457474545293339
1,0,1,0.113481179072923
1,0,1,2.08620981927917
0,1,2,3.6709391788086
1,1,0,6
1,0,0,6
1,1,0,6
0,1,1,1.70271376805514
0,2,0,6
1,1,0,6
1,0,0,6
1,0,1,2.24062854524521
0,2,2,1.14585265567174
1,1,0,6
0,2,0,6
1,0,0,6
1,0,1,1.83703108786362
0,2,1,0.448771705101784
0,1,2,3.40876864938656
0,2,1,4.1979567256263
1,0,2,3.34760288759051
0,2,0,6
1,1,0,6
0,1,0,6
1,1,1,4.00157283576972
1,1,0,6
1,0,0,6
1,1,1,0.799568342555093
0,2,1,3.57130405057637
1,1,0,6
1,0,1,2.38144854289168
0,2,2,0.86917337751273
1,0,0,6
0,2,0,6
1,1,2,2.80872364745053
0,1,2,5.52703110625957
0,2,1,2.49828984484013
1,1,0,6
0,2,2,0.424784070531662
0,2,1,2.11413585513036
0,2,2,3.42321867045575
1,0,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,1,1.91746481239682
0,2,1,0.261562694862753
0,2,0,6
1,0,0,6
1,0,1,2.14879888144836
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
1,1,2,5.82778455676661
1,0,0,6
0,2,0,6
0,1,1,1.32009068056236
0,2,2,0.162119400863229
0,1,0,6
1,1,0,6
1,0,2,0.177706843259634
0,2,2,3.55750408032748
1,1,0,6
1,1,0,6
0,2,0,6
0,2,1,2.68730341273605
0,1,0,6
0,1,1,5.68282516407781
1,0,1,4.52632600198111
1,1,0,6
1,0,0,6
0,2,2,3.70279412450889
1,0,1,2.49800548324482
1,1,2,1.76689119114315
0,1,0,6
1,0,0,6
0,2,2,1.63089093940323
0,2,0,6
1,1,0,6
0,2,0,6
1,0,1,0.398732712491491
0,1,0,6
0,1,0,6
0,1,1,0.988531799150564
1,1,0,6
0,1,0,6
0,2,1,0.563585658012269
0,1,2,0.924379211266989
0,2,0,6
0,1,1,1.00544236406316
0,2,2,2.28906215134403
1,1,1,0.0636203384361325
1,1,0,6
1,0,1,2.37387795665394
0,2,2,4.00662465471674
0,1,0,6
0,2,0,6
1,1,0,6
1,0,0,6
0,2,2,3.76915878337564
1,0,0,6
1,1,1,0.460969078289702
1,1,1,0.454225890126852
0,1,1,5.53327227256497
0,1,1,0.669752995484327
0,1,1,3.68932010074801
0,2,0,6
1,0,0,6
0,2,0,6
0,2,0,6
0,1,0,6
0,1,0,6
0,2,0,6
1,1,0,6
0,1,1,0.128691903554529
1,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,2,2,5.89399989189784
1,1,0,6
1,0,0,6
0,1,1,0.420092002970251
1,0,2,0.567027344916811
0,2,0,6
1,1,1,1.97930783520194
1,0,0,6
0,1,1,3.79851621373338
1,1,1,5.34879517367833
0,1,1,4.33435559801784
0,1,1,4.17209100008884
1,1,2,4.07872240131202
0,1,0,6
0,2,1,4.45162228189355
0,1,1,3.795375330085
0,2,0,6
1,0,1,1.70655689003883
1,0,0,6
0,1,0,6
1,0,1,5.25633951486932
1,1,0,6
1,1,1,0.608456454812145
1,1,0,6
0,2,2,2.74916651031994
1,1,1,5.51435776916074
1,1,0,6
0,2,0,6
1,1,2,2.89428739709782
1,1,2,5.10303071992694
0,1,1,3.12010589812203
1,1,0,6
0,1,2,2.50071478527897
1,0,1,4.80673630138682
1,0,2,5.65142647968961
1,1,2,5.75756992024464
0,1,2,2.71955641381291
0,1,0,6
0,1,0,6
0,2,0,6
0,2,0,6
0,1,2,0.290985381456018
0,1,1,4.50874191419405
1,1,2,4.09485132242683
1,0,0,6
0,1,2,0.349007108515955
0,2,2,1.27588259450329
1,1,2,0.106579792588269
0,2,0,6
0,1,2,2.7673247859702
1,0,1,5.72921017697633
1,1,2,3.06192435910289
0,1,0,6
0,1,0,6
1,1,0,6
1,1,0,6
1,0,0,6
0,1,2,3.61665097624227
1,0,1,4.37374076891111
1,1,0,6
0,1,0,6
0,2,0,6
1,1,1,1.65629279340798
1,1,0,6
0,2,0,6
0,2,2,0.571072823389708
0,2,0,6
1,1,0,6
0,1,2,2.39414539208568
1,0,1,5.23227884533893
1,1,0,6
0,1,1,0.606165553805795
0,1,2,2.50719443608462
1,1,0,6
1,0,0,6
1,1,0,6
1,1,0,6
0,2,0,6
1,0,0,6
0,2,0,6
1,0,1,2.34436433667247
1,0,1,1.62544765294953
1,1,0,6
0,1,1,3.95344366778547
1,1,1,1.38340400746831
1,1,1,2.58824736550414
0,2,0,6
1,0,2,0.0246435364839161
0,2,0,6
1,1,0,6
1,1,0,6
0,2,0,6
0,2,2,1.77288617257475
0,2,0,6
1,0,1,5.65846600646317
1,0,0,6
0,1,0,6
0,2,0,6
1,0,0,6
1,0,0,6
1,1,1,2.78801655234933
0,1,0,6
0,2,2,3.2465849636208
0,2,2,2.75515745159301
1,1,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,1,0,6
0,2,2,3.56007103107447
0,2,2,0.895413208971675
0,2,0,6
1,1,0,6
0,2,2,4.00071572628848
0,1,2,1.21075776865009
1,1,1,5.27766864257176
0,2,0,6
1,0,2,3.09971861417997
1,1,0,6
1,1,0,6
1,1,0,6
1,1,2,4.62341114771891
1,1,0,6
1,0,1,2.08208149504362
1,0,1,3.52358983122908
0,2,2,3.81915664150808
1,0,0,6
1,1,0,6
0,2,0,6
0,2,2,5.67621252688626
0,1,0,6
0,2,0,6
1,0,0,6
1,1,0,6
1,0,0,6
1,0,1,4.04861932023424
0,2,0,6
1,1,1,4.79183014173104
1,0,1,0.185212379178427
0,1,1,5.55918250246736
1,0,0,6
1,1,0,6
1,1,2,1.07827702778949
1,0,0,6
0,1,1,5.27107233172053
1,1,0,6
1,1,0,6
1,1,1,5.67011585528837
1,1,0,6
1,0,1,0.391048580324203
0,1,0,6
0,2,0,6
0,1,0,6
1,1,2,3.69288486954357
1,1,1,2.7395458286012
0,2,0,6
0,1,0,6
0,1,0,6
1,0,0,6
0,2,2,1.09037953160914
0,1,0,6
1,1,0,6
1,0,1,4.05518705024005
1,1,2,5.62425352276574
1,0,0,6
1,1,1,3.85518920704096
0,1,0,6
1,0,0,6
1,1,0,6
0,2,1,4.29812893771655
1,1,0,6
1,0,2,0.252755526385734
1,0,1,3.78284915986319
0,1,1,4.45891117151862
0,1,0,6
0,1,0,6
1,0,2,5.97379384872637
0,1,0,6
0,1,1,2.21099537593119
0,1,0,6
0,2,2,4.62094649328639
0,1,0,6
1,1,0,6
0,1,2,2.33033744575035
0,1,0,6
1,0,1,5.9513765495915
1,0,0,6
0,1,1,2.52430593219346
1,0,1,2.89051102379389
0,1,0,6
1,1,0,6
0,2,1,1.59631435351471
0,2,1,5.98036932774577
0,2,0,6
1,1,2,3.99832119230874
1,0,1,3.0809999817838
0,1,1,0.675753431742211
0,2,0,6
1,0,0,6
0,1,0,6
1,0,0,6
0,2,0,6
0,2,0,6
1,1,0,6
0,1,0,6
0,2,2,3.92306342072826
1,0,2,4.71284099449835
0,2,0,6
1,1,0,6
1,0,1,0.750026434324338
1,0,1,4.79644510303732
1,0,1,3.77731201238713
1,1,1,4.42841623119575
0,2,2,2.40708515193612
0,2,0,6
0,1,0,6
0,2,0,6
1,1,2,1.93237965492252
1,1,1,2.73430703538159
1,0,2,3.54001314958919
1,1,0,6
0,2,0,6
1,1,0,6
0,2,0,6
1,0,0,6
1,1,2,4.91063769457167
0,1,0,6
1,0,1,1.90279218329178
0,1,2,4.58404985368388
0,1,0,6
1,1,1,0.22220329778082
1,1,1,0.895606124449982
1,1,2,1.40241855366018
0,2,2,3.83454518779096
0,1,1,0.244628960046103
0,1,1,2.0886031425089
0,1,0,6
0,2,2,4.65954388827375
0,2,0,6
1,1,1,5.82680648337527
1,0,0,6
0,1,1,3.37629431525372
0,2,0,6
1,0,2,5.9864659960451
0,1,0,6
0,2,0,6
1,0,0,6
0,2,2,0.0288728094124509
1,0,1,0.0207473878749083
0,1,0,6
0,1,1,5.43225602661711
0,2,1,4.93351668786252
1,0,0,6
0,2,0,6
0,1,1,3.28125223376282
1,0,2,5.05074691738541
1,1,0,6
1,1,0,6
0,2,2,1.98473111438292
1,1,0,6
1,0,2,1.20231675464633
0,1,0,6
0,1,1,1.5396435459723
0,1,2,5.705661234072
0,2,2,0.198554022750625
1,1,0,6
0,2,1,4.19593072332144
0,1,1,0.309641496285292
1,0,1,2.72728609161622
1,0,2,2.53115453394284
0,1,1,4.20995951673511
0,2,2,3.41193648375337
1,1,0,6
1,1,0,6
1,0,0,6
1,1,2,5.8540033924574
0,1,0,6
0,1,2,2.06186220671136
1,0,0,6
1,1,2,0.279824880237162
0,2,1,3.80180303721307
1,1,2,0.799343861261127
0,1,2,4.03460296022278
0,1,0,6
1,1,0,6
1,1,2,5.23353608441792
1,1,0,6
0,2,2,3.18800059978978
1,1,2,2.62685118177248
1,0,0,6
1,0,0,6
1,0,1,0.824288646557999
1,1,1,2.16545520873644
1,1,0,6
1,1,0,6
1,0,2,3.6179692728167
1,0,1,5.24200063530038
